relpath	datechange	family	optype	familyoptype	label	example	topic	nodex	nodey	text
MAT/glslMAT/example3	180501	MAT	glslMAT	MAT/glslMAT	GLSL	3	geometry shader	490	45	texturing:1. The textures stay in their original format (2D), less memory, less work to build the 3D texture2. The textures can be different resolutions3. The textures can be changing (such as be movies) without a performance penalty caused by rebuilding the 3D textureNotice the new usage of vVert. instanceTextureHandle in the shaders, as well as the Instance Textures parameter being filled in on the Geometry COMP ‘Instance 2’ page.
MAT/glslMAT/example4	180501	MAT	glslMAT	MAT/glslMAT	GLSL	4	GLSL #include	720	45	include code from other DATs
MAT/lineMAT/example1	190301	MAT	lineMAT	MAT/lineMAT	Line	1	basic lines	60	55	Line MAT gives solid line rendering. This is a basic render setup.Play with the Line MAT parameters on Setup and Line pages, like width near/far, colors, cap types,  Translate geo1 in Z for depth effect.Rendered line widths are not intended to be depth-correct: this gives more user control. (set Depth Interpolation Model to Inverse Distange to get depth-correct)Lights have no effect. Colors are based on near-far colors and points' distance from camera.Most SOP viewers are set to Wireframe (w).Things to try:- near-far color/width tapering controls- end caps- joints- Points, Vectors
MAT/lineMAT/example2	181120	MAT	lineMAT	MAT/lineMAT	Line	2	color and end caps	300	55	Orientation-independent line widths, with endcap and joint controls.Several SOP types rendered with the Line Material and displayed with sopRender from the Palette to tumble/zoom.Drag-drop SOPs to toRender (easier than wiring, it's a Select SOP).toRender's viewer is set to Wireframe (w).flick sopRender to autoRotate.Things to try:- near-far color/width tapering controls- end caps- joints- Points, Vectors
MAT/lineMAT/example3	181120	MAT	lineMAT	MAT/lineMAT	Line	3	animate width	540	55	SOP has 'width' attribute, animated.Play with Line Width Bias, Steepness, Linarize, and Near-Far distances.Turn the Points on.
MAT/lineMAT/example4	190118	MAT	lineMAT	MAT/lineMAT	Line	4	instance CHOP samples	790	55	A few hundred thousand samples are created in CHOPs, then passed to the Geometry COMP for instancing.geo1 has convert2 for display, a SOP with one point, and one Particle primitive containing the point.The point has to be part of a particle system to render by the Line MAT (or any MAT) as a single point (the SOP cannot be just one point with no primitives, it needs a primitive, and the Convert SOP converts it to a Particle System primitive).
MAT/lineMAT/example5	190318	MAT	lineMAT	MAT/lineMAT	Line	5	table, line width, double-render	1040	55	Lines are defined in a DAT. passed to Add SOP where points are specified into a polygon. geo1 is Line Mat, geo2 is same geometty, but with default Phone MAT.geo1 is at z = -.1 to make sure it gets rendered in background.
MAT/lineMAT/example6	200101	MAT	lineMAT	MAT/lineMAT	Line	6	vectors from TOPs	1290	45	Line MAT example drawing vectors.Vectors are defined in TOPs feeding geo_vector.level1 adding alpha by setting Low A to 1.level1 looks smoother than render1 because Viewer Smoothness menu set to Mipmap Pixels.
MAT/lineMAT/example7	220201	MAT	lineMAT	MAT/lineMAT	Line	7	constant coverage	1520	35	As you zoom into the point cloud object, the circle size is adjusted to give approxiimately the the same screen coverage to make it look like the points form one continuous surface.In the Line MAT it is using a Depth Interpolation Model set to Inverse Distance with an exponent set to 1. That means a point that is twice as far away as another point has a size (radius) that is double.
MAT/pbrMAT/example1	180306	MAT	pbrMAT	MAT/pbrMAT	PBR	1	basic	60	70	The individual textures are selected from the Substance TOP and added to Substance TOP parameter under the "Maps" page on the PBR MAT.pbr1 is the Material of geo1. Inside the Geometry COMP has a SOP with tangent, normal, and uv attributes.In the scene there is a point light and an environment light with moviefilein1 as the environment map. The environment light is required for ambient occlusion to be visible.
MAT/pbrMAT/example2	180110	MAT	pbrMAT	MAT/pbrMAT	PBR	2	separate substance	320	70	In this case the individual textures are selected from the Substance Designer package and added to the respective map parameter under the "Maps" page on the PBR MAT.basecolor is modified before being sent to the PBR MAT.
MAT/pbrMAT/example3	180306	MAT	pbrMAT	MAT/pbrMAT	PBR	3	multi-buffer render	580	70	pbr1 is the material of geo1, and two instances are created of geo.  Substance TOP is added to Substance TOP parameter on PBR MAT (pbr1). This automatically unpacks all the textures in the package and assigns them to their respective maps. Overriding the Substance TOP is done by filling in a map parameter. The Normal Map in the Substance TOP is being overriden by normal1 in the Normal Map parameter.pbr1 has an emit map of moviefilein1 (banana). This is illustrated by the continuous dimming of the point lights. When they are both fully dimmed the banana is still visible, since it is emitting its own light. pbr2 does not have an emit map so it is completely black when the lights are fully dimmed.pbr1 has a rim light, which is also most visible when the two point lights are dimmed.pbr1 has 5 additional maps put into the color buffers of the Render TOP (done on the Advanced Page of PBR MAT: roughness, metallic, ambient occlusion, normal, emit). Color buffers can be selected using the Render Select TOP and the color buffer's index. Index is based on the parameter on the Advanced page of PBR MAT. Color buffer size is increased using the parameter on the Render TOP. pbr2 does not have any additional color buffers on the Advanced page so it is not visible in those 5 Render Select TOPs.
MAT/pbrMAT/example4	181001	MAT	pbrMAT	MAT/pbrMAT	PBR	4	parallex height map	840	70	This example demonstrates the difference between two PBR materials, one using a height map, and one not.The sphere on the left of the render is not using a height map, while the sphere on the right is.The individual textures are selected from the Substance Designer package and added to the respective map parameter under the "Maps" page on both PBR MATs.no_height and using_height PBR MAT are the materials of no_height_geo and using_height_geo respectively.
MAT/phongMAT/example1	180306	MAT	phongMAT	MAT/phongMAT	Phong	1	Phong basic	50	50	Select base color and normal from a Substance TOP and add them to Color map and Normal map respectively. Change the specular lighting to be yellow instead. Add an environment map (moviefilein1) to phong1 and rotate it to the left side.
MAT/pointspriteMAT/example1	230329	MAT	pointspriteMAT	MAT/pointspriteMAT	Point Sprite	1	texture particles	60	25	The Point Sprite MAT can be applied to particles (creatable using the Particle SOP, DAT to SOP, or Convert SOP).By default, point sprites will aways face the camera.You can apply color, a color map, change the size of the created point sprite from a square to a rectangle, and scale the size of the point sprite.A point sprite's final size controls the number of pixels wide/high it is, regardless of how far it is from the camera, unless you are using attenuation (for that, see the Point Sprite attenuation snippet). 
MAT/pointspriteMAT/example2	230329	MAT	pointspriteMAT	MAT/pointspriteMAT	Point Sprite	2	attenuate point sprite scale	280	25	The Point Sprite MAT can be applied to particles (creatable using the Particle SOP, DAT to SOP, or Convert SOP). By default, point sprites will aways face the camera.You can apply color, a color map, change the size of the created point sprite from a square to a rectangle, and scale the size of the point sprite.In this example the Point Sprite MAT is using attenuation, so the how many pixels wide&high each point sprite is, is depending on the distance to the camera.To illustrate this, the parameter "Attenuate far distance" is animated - points that are farther than or at this distance from the camera will use the Far Point Scale Parameter. 
MAT/pointspriteMAT/example3	230329	MAT	pointspriteMAT	MAT/pointspriteMAT	Point Sprite	3	visualize point clouds	490	25	The Point Sprite MAT (or Line MAT) can also be used to easily visualize instanced point clouds, by adjusting its "Constant Point Scale" parameter.In this example we instance a single particle in the Geo COMP using a point cloud as instance data for position and color of the instances.
MAT/switchMAT/example1	230329	MAT	switchMAT	MAT/switchMAT	Switch	1	switch materials	60	25	The Switch MAT allows you to switch between multiple materials. 
POP/_conceptsPOP/example1	250901	POP	_conceptsPOP	POP/_conceptsPOP		1	topology points vertices primitives	60	45	The Circle POP is one of most simple POPs. By default, it is one "closed" "line strip" primitive made of 40 vertices, and each vertex is a point in the points list which has 40 points.circle2 shows it as 13 points in one open line strip (an arc) of 13 vetices. The DATs popto_points, popto_vertives, popto_primitives show the structure of the Circle POP.
POP/_conceptsPOP/example2	250901	POP	_conceptsPOP	POP/_conceptsPOP		2	attributes	320	45	
POP/_conceptsPOP/example3	250901	POP	_conceptsPOP	POP/_conceptsPOP		3	components of attributes	580	45	
POP/_conceptsPOP/example4	250901	POP	_conceptsPOP	POP/_conceptsPOP		4	swizzling attribute components	840	45	
POP/_conceptsPOP/example5	250901	POP	_conceptsPOP	POP/_conceptsPOP		5	multi-input POPs	60	-185	
POP/_conceptsPOP/example6	250901	POP	_conceptsPOP	POP/_conceptsPOP		6	points with no positions	320	-185	
POP/_conceptsPOP/example7	250901	POP	_conceptsPOP	POP/_conceptsPOP		7	weights	580	-185	
POP/_conceptsPOP/example8	250901	POP	_conceptsPOP	POP/_conceptsPOP		8	dimensions	840	-185	
POP/_conceptsPOP/example9	250901	POP	_conceptsPOP	POP/_conceptsPOP		9	Primitive POP and Point POP	60	-415	
POP/_conceptsPOP/example10	250901	POP	_conceptsPOP	POP/_conceptsPOP		10	thinning data out	320	-415	
POP/_conceptsPOP/example11	250901	POP	_conceptsPOP	POP/_conceptsPOP		11	map per-point attribute to par	580	-425	
POP/_conceptsPOP/example12	250901	POP	_conceptsPOP	POP/_conceptsPOP		12	POP node viewer display options	840	-425	
POP/_conceptsPOP/example13	250901	POP	_conceptsPOP	POP/_conceptsPOP		13	instancing vs copying	50	-625	
POP/_conceptsPOP/example14	250901	POP	_conceptsPOP	POP/_conceptsPOP		14	POP vs SOP	310	-625	
POP/accumulatePOP/example1	250501	POP	accumulatePOP	POP/accumulatePOP	Accumulate	1	sum values from all points prior to each point	50	45	For each component of an attribute, the Accumulate POP adds the values for all the points before the point, and puts the result into the Scan attribute. Scan is a float3.But in the second example, Scan is a single float, as its scope is P.y only.
POP/alembicinPOP/example1	250901	POP	alembicinPOP	POP/alembicinPOP	Alembic In	1	reading simple alembic files	50	45	a static simple Alembic file, an animated file that animated position ofr each lpoint, and a variety of files that import various forms of Alembic attributes into POP attributes.
POP/analyzePOP/example1	250501	POP	analyzePOP	POP/analyzePOP	Analyze	1	analyze any or sll attribute	50	65	The first example ets you see a sampling of all the points, not all of them.analyze1 analyzes the P attribute - getting average, centroid, et, but also outputs the number of points, primitives and vertices of the input POP.analyze2 shows how you can analyze any number of attributes of the input POP and the same time.
POP/attributePOP/example1	250901	POP	attributePOP	POP/attributePOP	Attribute	1	creating, duplicating attributes	50	45	Attribute POP creates attributes on Points, Vertices and Primitives - They are assigned a constant value that you  specify.Attributes include a built-in set (Color, N, Text, PointScale ...)...or are user-defined.Attribute POP lets you duplicate, rename, delete attributes.and you can create arrays of Attributes.  DaysPerMonth[12] may be an attribute made of 12 integers.Many operators, like Math POP can easily create attributes by simply giving a name in the Output Attribute Scope parameter.The operator will figure out what type and size it should be, but you can override it.
POP/attributePOP/example2	250901	POP	attributePOP	POP/attributePOP	Attribute	2	create a variety of attributes	280	45	A variety of new attribues can be creted at once. GameZone is renamed in attribute2, and whenever an attribute is altered you see its name at the bottom-left of a viewer.quantize1 shows you can create attributes in many POPs where attributes are being manipulated.
POP/attributePOP/example3	250901	POP	attributePOP	POP/attributePOP	Attribute	3	matrix attributes	530	45	
POP/attributecombinePOP/example1	250901	POP	attributecombinePOP	POP/attributecombinePOP	Attribute Combine	1	attribute combine from multi-POPs	50	45	You can splice atttributes from several POPs together into one POP.You can splice point, vertex and primitive attribute.It has options to deal with inputs that don't have the same number of elements being combined.The ability to combine attributes from multiple POPs together is the built-in first stage of Math Mix POP and Math Combine POP. so you can do yur combining there before doing math on them.
POP/attributeconvertPOP/example1	250901	POP	attributeconvertPOP	POP/attributeconvertPOP	Attribute Convert	1	attribute convert - point-vertex-primitive	50	45	You can move attributes from one "attribute class" to another. "Attribute class" is python-speak and means point, vertex or primitive. 
POP/blendPOP/example1	250901	POP	blendPOP	POP/blendPOP	Blend	1	simple blends	50	45	Simple blending takes all inputs and find sum, product, average, min and max.
POP/blendPOP/example2	250901	POP	blendPOP	POP/blendPOP	Blend	2	proportional and difference blends	290	45	Blending with Proportional or Differencing blending types use a blend factor per-input.Differencing treats the first input as the base shape and if the blend weights are all 0, the output is the first input. If one of the weights is 1, the output is the same as that weight's input. You can blend P but any attributes can be blended.
POP/blendPOP/example3	250901	POP	blendPOP	POP/blendPOP	Blend	3	per-point blend weights using Map page	550	45	You can blend weights per-point using the Map page. Each point of each input can have a separate blend weight.
POP/blendPOP/example4	250901	POP	blendPOP	POP/blendPOP	Blend	4	comparing blend types	790	45	Blend POP has two ways of blending. Change pars of constant1 to drive with CHOPs.Change pars of blend2 to drive with POP parameters.
POP/boxPOP/example1	250901	POP	boxPOP	POP/boxPOP	Box	1	box	50	45	Box can have rounded corners. It an be gennerated as a boulding box of its input POP.You can sprinkle points inside a box as it is a closed shape
POP/cachePOP/example1	250901	POP	cachePOP	POP/cachePOP	Cache	1	cache	50	45	The Info DAT on a Cache POP gives information on what is stored in the cache and how old it is.A cache is a set of copies if the POP's input captured at varius times. It's often the "most recent N frames" of its input. But you can pulse teh Step parameter to grab one at a time.
POP/cachePOP/example2	250901	POP	cachePOP	POP/cachePOP	Cache	2	computing point velocity	290	45	You can get velocity using Cache Blend POP, or this more basic way.  See the Trail POP too.
POP/cachePOP/example3	250901	POP	cachePOP	POP/cachePOP	Cache	3	cache changing topology	510	45	The cache can hold a set of captured frames that have completely different topilogies - number of points number of primitives, different attributes, etc.
POP/cacheblendPOP/example1	250901	POP	cacheblendPOP	POP/cacheblendPOP	Cache Blend	1	blend cache from multi snapshots	50	45	
POP/cacheblendPOP/example2	250901	POP	cacheblendPOP	POP/cacheblendPOP	Cache Blend	2	smooth blend cache from two snapshots	280	45	The step size is 1 second. 2 chaches snapshots only. Step size expressed in frames undesirable for 2 reasons: (1) someone may run it on a 50 fps project. (2) 60 indexes will be more than a second if you are dropping frames (the LFO is switching at 1 second, no matther how many dropoust there are.
POP/cacheselectPOP/example1	250901	POP	cacheselectPOP	POP/cacheselectPOP	Cache Select	1	cache select	50	45	This shows Cache Select POP interpolating between snapshots that were not captured every frame. Unbypass the Hog CHOP (expect it to stutter) and let it run for a few seconds with the Cache POP's Active parameter on.  Then turn off the Active toggle on the Cache POP. The bypass the Hog CHOP so TouchDesiner is running more smoothly again.In the info1 DAT you can see in the abstime_frame column that there are several-frame gaps between the captures. With Interpolate Frames set On on the Cache Select POP however, if you use the value ladder to step its Cache Index backward or forward by steps of 1 or .1, you will see interpolated shapes coming out for every stap.   With Interpolate Frames off it will stutter.Even when the Cache POP is Active, the Cache Select POP will interpolate whatever is in the Cache.
POP/choptoPOP/example1	250901	POP	choptoPOP	POP/choptoPOP	CHOP to	1	chop to pop to chop	50	45	
POP/circlePOP/example1	250901	POP	circlePOP	POP/circlePOP	Circle	1	circlelinstreip, triangles, arc	50	45	
POP/connectivityPOP/example1	250901	POP	connectivityPOP	POP/connectivityPOP	Connectivity	1	trpes of connectivity	30	40	
POP/connectivityPOP/example2	250901	POP	connectivityPOP	POP/connectivityPOP	Connectivity	2	closed or open dimensions	290	40	
POP/connectivityPOP/example3	250901	POP	connectivityPOP	POP/connectivityPOP	Connectivity	3	choose a pair of dimensions	550	40	
POP/connectivityPOP/example4	250901	POP	connectivityPOP	POP/connectivityPOP	Connectivity	4	Reorder Points by Prim/Vertex Order	810	40	
POP/connectivityPOP/example5	250901	POP	connectivityPOP	POP/connectivityPOP	Connectivity	5	smoothed skinning	1070	40	
POP/convertPOP/example1	250901	POP	convertPOP	POP/convertPOP	Convert	1	multiple conversions affecting primitives	50	45	
POP/copyPOP/example1	250901	POP	copyPOP	POP/copyPOP	Copy	1	copy using template	50	45	
POP/cplusplusPOP/example1	250901	POP	cplusplusPOP	POP/cplusplusPOP	CPlusPlus	1	c++	50	45	
POP/curvePOP/example1	250901	POP	curvePOP	POP/curvePOP	Curve	1	curve from multi-segments and interpolation	50	45	
POP/dattoPOP/example1	250901	POP	dattoPOP	POP/dattoPOP	DAT to	1	dat to pop to dat\	50	45	
POP/deletePOP/example1	250901	POP	deletePOP	POP/deletePOP	Delete	1	delete pointw or primitives	50	45	
POP/dimensionPOP/example1	250901	POP	dimensionPOP	POP/dimensionPOP	Dimension	1	dimensions of generators and combining	50	45	
POP/dimensionPOP/example2	250901	POP	dimensionPOP	POP/dimensionPOP	Dimension	2	dimension	290	45	
POP/dimensionPOP/example3	250901	POP	dimensionPOP	POP/dimensionPOP	Dimension	3	coloring by dimension	530	45	
POP/dmxfixturePOP/example1	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	1	LED Strip	80	85	We now use per-point or per-primitive attributes and send these to a DMX Fixture POP where we specify the DMX channel layout. Each specified DMX channel will in sequence loop over all points and primitives to create all necessary DMX channels. For an LED strip we can think of each light to be part of an LED fixture with 3 channels: R, G, and B. So all that is to do is to specify a single DMX channel in the DMX Fixture CHOP and reference the input POP's Color attribute. As DMX channels now can be set to being normalized, it is in many cases not necessary to provide 0-255 values but a 0-1 range is used.The DMX Map DAT can be used to inspect the channel layout the DMX Fixture POP is creating.
POP/dmxfixturePOP/example2	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	2	Movinghead Light	340	85	A moving head light such as this (Chauvet Maveric Force S Spot in 29 channel mode) has various dmx channels of which some are 16 bit while others are 8 bit. To simplify this process, you can specify a DMX channel's value resolution on the DMX Fixture POP itself by setting the Value Resolution parameter appropriatly. FOr this particular fixture, there are some values that are great to be used normalized (like pan / tilt - Position) while for others, like Strobe or control for the wheels, it is more practical to use the DMX 0-255 value range.The fixture itself can be described as a single point with all attributes specified there. With the single point you can now also multiply (copy it), do your attribute lookups after and send all the points that represent the same fixture into a single DMX Fixture POP.The DMX Map DAT shows how it's using all points to create channel mappings for all the fixtures. For demonstration purposes we are adding a channel gap between all fixtures, which will insert n DMX channels inbetween each fixture. Also enabled is "Quantize Universe" making sure that if a fixture does not fit into a universe it will start in the next subsequent one.The fixture here has a single light source. You can find the DMX Chart here: https://www.chauvetprofessional.com/products/maverick-force-s-spot/
POP/dmxfixturePOP/example3	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	3	Movinghead Light with addressing	600	85	When dealing with multiple fixtures of the same type, it is possible to specify the dmx address by primitive attribute.The attribute names are:* DMXFixtureNet (uint)* DMXFixtureSubnet (uint)* DMXFixtureUniverse (uint)* DMXFixtureChannel (uint)* DMXFixtureNetAddress (uint4)In this example they are specified with the copy template and the created as primitive attributes by setting the Destination parameter of the Copy POP to Primitive.The fixture here has a single light source. You can find the DMX Chart here: https://www.chauvetprofessional.com/products/maverick-force-s-spot/
POP/dmxfixturePOP/example4	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	4	Interleaving DMX Channels	860	85	Many fixtures (like this Chauvet COLORado PXL Bar 8) have instances where a 16 bit Dimmer channel is followed by 16bit RGB channels for each light in the fixture requiring a sequence of DDRRGGBB.To make this work with the POP attribute approach, the "Merge with above Block" parameter must be turned on - following the example above - for the RGB channels. to allow interleaving on a per-point basis. Otherwise the Dimmer channels would be created per led followed by the RGB channels for each light. Also of note is the construction of the light here: The Pxl Bar 8 has 8 LEDs mounted on a tilting platform. The platform itself (Linestrip primitive) holds some attributes connected to the platform (tilt, speed, etc) while the LEDs (points) hold the attributes used for the LED DMX channelsYou can find the DMX Chart here: https://www.chauvetprofessional.com/wp-content/uploads/2021/11/COLORado_PXL-Bar_8_UM_Rev11.pdf
POP/dmxfixturePOP/example5	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	5	Channels from different geometries	1120	85	In this example of the Chauvet Maverick Storm 3 BeamWash, the LEDs of the outer ring have Dimmer, Strobe and RGB control while the main LEDs have Dimmer, Strob, and RGBA control. So the 2 sets of geometry must be treated seperatly ontop of being seperate from the Pan-Tilt platform they are on. For this requirement we can use the Group parameter of each DMX Channel sequence block. This example has a total of 424 channels. The main rule is still that each fixture is represented by a single primitive. While here initially 2 Linestrips are created with their respective attributes, after merging, the primitives are deleted and recreated as a single primitve. The attribue combine is used to copy the body channels onto the single resulting primitive. As a result the whole fixture can again be copied with a Copy POP and via lookups induvidually controlled while still all accessible via the single DMX Fixture POP.You can find the DMX Chart here: https://www.chauvetprofessional.com/products/maverick-storm-3-beamwash/
POP/dmxfixturePOP/example6	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	6	Uncommon channel orders	1380	85	We have seen fixtures where the 16 bit position channels are not ordered in [Pan Coarse, Pan Fine, Tilt Coarse, Tilt Fine] order but the coarse channels are used first before the fine channels are send over. In these cases, you can make use of the DMX Fixture POP Sequence Parameter's Interleave Byte parameter. Enabling it for a 16 bit or merged block, this will order it in a way to use the first bit of all channels first, before using the second bit allowing for such uncommon addressing.
POP/dmxfixturePOP/example7	251806	POP	dmxfixturePOP	POP/dmxfixturePOP	DMX Fixture	7	LED Volume	1640	85	For a default LED Volume, use a Grid POP and convert to Line Strips according to your addressing needs. Making use of the Auto Layout feature for addressing would mean grouping the strips for a group of strips to fit into a universe. The less primitives the better for performance.The Primitive POP allows for this via the Method parameter's "By Set" option on the Primitive page.
POP/dmxoutPOP/example1	251806	POP	dmxoutPOP	POP/dmxoutPOP	DMX Out	1	Standard Setup	70	55	The DMX Out POP is used to collect all fixtures from the network and send the DMX channels out to the actual devices via ArtNet, sACN, Kinet, or DMX via supported serial devices.Each fixture must have a unique DMX address. The DMX Out POP will not rearrange channels but warn or error for overlapping addressing.DMX Fixture POPs can either be connected to the input of the DMX Out POP or referenced on the POP's Fixtures parameter page. Each seperatly referenced fixture can be activated or deactivated on the DMX Out POP.One can also make use of wildcards while specifying fixtures.
POP/dmxoutPOP/example2	251806	POP	dmxoutPOP	POP/dmxoutPOP	DMX Out	2	DMX Channel Multiplier	330	55	Often times fixtures have a dimmer channel and with larger setups it might be useful to control all dimmer channels of all fixtures.The DMX Out POP allows for specifying, also using wildcards, DMX Channel names specified in the DMX Fixture POP and multiply them with the Multiplier Value parameter. Be advised that this can be a costly operation in setups with large setups like RGB volumes. It's best used as a Master Dimmer for the full installation.
POP/extrudePOP/example1	250901	POP	extrudePOP	POP/extrudePOP	Extrude	1	simple extrudes	50	45	Extrude is limited to triangles and quads. flat endcaps.Second case gives extrude distance based on Size primitive attribute.
POP/facetPOP/example1	250901	POP	facetPOP	POP/facetPOP	Facet	1	facet vretices uniqie or shared	50	45	Facet POP can make every vertex of every primitive be a unique point. When doing so, the normals of the points change since they are not longer shared with adjacent primitives.  Therefore the Compute Point Normals parameter is on by default, but if you som't care about normals, turn it of to gain some speed.null_normalVectors0 and null_normalVectors1 show this difference.The same is true when going fro unique points back to shared points when Operation is Consolidate Points. (facet2)facet3 makes the points unique if the angle between adjacent polygons exceeds a certain value, in this case 14 degrees.
POP/feedbackPOP/example1	250901	POP	feedbackPOP	POP/feedbackPOP	Feedback	1	feedback from previous frame	50	45	
POP/fieldPOP/example1	250901	POP	fieldPOP	POP/fieldPOP	Field	1	field gives 0-1 weights	30	55	
POP/fieldPOP/example2	250901	POP	fieldPOP	POP/fieldPOP	Field	2	capture points in cylinder with transition range	290	55	
POP/fieldPOP/example3	250901	POP	fieldPOP	POP/fieldPOP	Field	3	parabola carves shapes out	550	55	
POP/fieldPOP/example4	250901	POP	fieldPOP	POP/fieldPOP	Field	4	use Specification for one field per point	810	55	
POP/fieldPOP/example5	250901	POP	fieldPOP	POP/fieldPOP	Field	5	a field value for every field	1070	55	Outpiut both Weight and SignedDistance for every field separately.
POP/fileinPOP/example1	250901	POP	fileinPOP	POP/fileinPOP	File In	1	reading static and animated files	50	45	
POP/fileoutPOP/example1	250901	POP	fileoutPOP	POP/fileoutPOP	File Out	1	output to geometry files	50	45	examples are work-in-progressFile formats out .obj .ply.exr.spz  - gaussian splat.e57Pick all the File Out POPs. Press the Add Frame of one of them.  All files get written out to the project's folder.. Then unbypass all the File In POPs to read the files.All the files are unique becauwe we put in the N parameter "me.digits".
POP/forceradialPOP/example1	250901	POP	forceradialPOP	POP/forceradialPOP	Force Radial	1	force radial, axial, spiral, planar, drag	50	45	A versatile particle force generator that can blend radial, planar, axial and spiral forces in any combination. Create everything from gentle gravitational wells to chaotic vortexes by mixing inward/outward radial pulls, directional streams, and rotational spirals. Each force component can be independently enabled, rotated, and tuned with customizable falloff curves. Perfect for simulating complex natural phenomena like tornadoes, magnetic fields, or abstract energy flows where multiple force types need to work together seamlessly. 
POP/forceradialPOP/example2	250901	POP	forceradialPOP	POP/forceradialPOP	Force Radial	2	visualize the falloff curves	280	45	When Falloff is set to S Curve, the Radius is the distance where the curve has dropped to 0. Plateau is a fraction of that distance up to which the value is constant, then dropping to 0 using an S Curve shaped by Steepness and Bias.For Falloff being Inverse Distance, Radius is the distance at which the value is 1 (before Strength is applied as a multiplier).Typically you will make Limit Near-Range be between 1 and 10, preventing an infinite force as you get closer to the center Position.Strength is applied as a straight multiplier at the end, after the above clamped rolloff curve is defined.Play with the pars after the Falloff menu.
POP/forceradialPOP/example3	250901	POP	forceradialPOP	POP/forceradialPOP	Force Radial	3	using a specification POP	540	45	Use the specification POP to create complex arrays of forces.
POP/glslPOP/example1	250901	POP	glslPOP	POP/glslPOP	GLSL	1	glsl 1	50	45	
POP/glslPOP/example2	250901	POP	glslPOP	POP/glslPOP	GLSL	2	glsl 2	250	45	
POP/glslPOP/example3	250901	POP	glslPOP	POP/glslPOP	GLSL	3	access POP buffers in MATs/TOPs	460	45	
POP/glslPOP/example4	250901	POP	glslPOP	POP/glslPOP	GLSL	4	glsl small code examples	680	45	
POP/glsladvancedPOP/example1	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	1	PrimsPerPoint	70	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example2	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	2	PerPrimTransform	330	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example3	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	3	RayStickToSurface	590	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example4	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	4	InputsAndOutputs	850	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example5	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	5	RecreateCopy	1110	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example6	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	6	EmitPointsFromOtherPoints	1370	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example7	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	7	LineStrips	1630	55	a variety of GLSL Advanced techniques
POP/glsladvancedPOP/example8	250901	POP	glsladvancedPOP	POP/glsladvancedPOP	GLSL Advanced	8	CreatePrimitives	1890	55	a variety of GLSL Advanced techniques
POP/glslcopyPOP/example1	250901	POP	glslcopyPOP	POP/glslcopyPOP	GLSL Copy	1	bendy cones	50	45	
POP/glslcopyPOP/example2	250901	POP	glslcopyPOP	POP/glslcopyPOP	GLSL Copy	2	time-offset boxers	310	45	
POP/glslselectPOP/example1	250901	POP	glslselectPOP	POP/glslselectPOP	GLSL Select	1	glsl select	50	45	select from multiple output of a GLSL POP
POP/gridPOP/example1	250901	POP	gridPOP	POP/gridPOP	Grid	1	2D and 3D grid and connectivity	50	45	
POP/groupPOP/example1	250901	POP	groupPOP	POP/groupPOP	Group	1	point, vertex, primitive groups	50	45	
POP/histogramPOP/example1	250901	POP	histogramPOP	POP/histogramPOP	Histogram	1	histogram points in bins	50	45	
POP/histogramPOP/example2	250901	POP	histogramPOP	POP/histogramPOP	Histogram	2	histogram from image	280	35	A histogram shows the distribution of numeric data and is most easily understood as a visualization of how frequently different values appear in a dataset.In this example here, a image is converted for its channels to only contain luminance values. These values are then counted into 256 individual value bins giving you as a result how many times a value is used in the image. The Histogram POP saves this information into an attribute which then, using the Analyze POP to give us the number of points in the POP, is normalized and the square root taken to compress the dynamic range and making the visualization more readable. The resulting attribute is then used to control the y-position of points of a Linestrip.
POP/importselectPOP/example1	250901	POP	importselectPOP	POP/importselectPOP	Import Select	1	import select from fbx / usd	50	45	Inport Select POP id fbx/grou1/mesh. After reading the geometry fromthe FBX file, it makes a cache copy iof it to be used subsequently to make file startup faster.
